brawler1,brawler2,brawler3,picks,wr,map
BROCK,BUSTER,GUS,11,0.454545455,flaring_phoenix
BARLEY,GENE,SQUEAK,11,0.545454545,flaring_phoenix
BUSTER,GROM,MANDY,11,0.727272727,flaring_phoenix
GENE,HANK,OLLIE,11,0.363636364,flaring_phoenix
BERRY,GENE,PEARL,11,0.363636364,flaring_phoenix
DARRYL,GRAY,GROM,11,0.727272727,flaring_phoenix
BELLE,GENE,PEARL,11,0.545454545,flaring_phoenix
BROCK,GUS,R-T,11,0.454545455,flaring_phoenix
LEON,MANDY,R-T,11,0.909090909,flaring_phoenix
LILY,OLLIE,PIPER,11,0.272727273,flaring_phoenix
LEON,PIPER,SPROUT,11,0.636363636,flaring_phoenix
GENE,LILY,R-T,11,0.454545455,flaring_phoenix
GROM,MANDY,PIPER,11,0.272727273,flaring_phoenix
HANK,PIPER,SPROUT,11,0.454545455,flaring_phoenix
JANET,JUJU,SQUEAK,11,0.272727273,flaring_phoenix
MANDY,MEEPLE,PIPER,11,0.272727273,flaring_phoenix
ANGELO,BUSTER,SPROUT,11,0.454545455,flaring_phoenix
DARRYL,GENE,OLLIE,11,0.727272727,flaring_phoenix
GROM,PIPER,SQUEAK,11,0.318181818,flaring_phoenix
CARL,JUJU,R-T,11,0.545454545,flaring_phoenix
GRAY,MANDY,NANI,11,0.727272727,flaring_phoenix
OLLIE,R-T,SQUEAK,11,0.636363636,flaring_phoenix
GUS,PEARL,SPROUT,11,0.636363636,flaring_phoenix
GENE,KIT,MICO,11,0.636363636,flaring_phoenix
BELLE,MANDY,SQUEAK,11,0.727272727,flaring_phoenix
EL PRIMO,GENE,KIT,11,0.545454545,flaring_phoenix
ANGELO,BROCK,OLLIE,11,0.909090909,flaring_phoenix
BROCK,GRAY,JANET,11,0.636363636,flaring_phoenix
MR. P,PEARL,SQUEAK,11,0.363636364,flaring_phoenix
BROCK,GROM,GUS,11,0.545454545,flaring_phoenix
ANGELO,MEEPLE,SPROUT,11,0.363636364,flaring_phoenix
GRAY,HANK,MR. P,11,0.272727273,flaring_phoenix
DARRYL,GROM,SQUEAK,11,0.909090909,flaring_phoenix
BELLE,MANDY,OLLIE,11,0.363636364,flaring_phoenix
MANDY,MEEPLE,OLLIE,11,0.909090909,flaring_phoenix
ANGELO,BELLE,BROCK,11,0.545454545,flaring_phoenix
GENE,GUS,HANK,11,0.090909091,flaring_phoenix
DARRYL,KIT,R-T,11,0.909090909,flaring_phoenix
DARRYL,SPROUT,SQUEAK,11,0.636363636,flaring_phoenix
BYRON,MANDY,OLLIE,11,0.818181818,flaring_phoenix
JUJU,MEEPLE,MR. P,11,0.727272727,flaring_phoenix
GENE,LOU,SPROUT,11,0.545454545,flaring_phoenix
PENNY,PIPER,SQUEAK,11,0.636363636,flaring_phoenix
BROCK,BYRON,HANK,11,0.727272727,flaring_phoenix
GENE,LOU,R-T,11,0.636363636,flaring_phoenix
CARL,GENE,R-T,11,0.181818182,flaring_phoenix
GROM,LEON,MANDY,11,0.181818182,flaring_phoenix
GENE,GRAY,MAX,11,0.545454545,flaring_phoenix
CARL,OLLIE,PIPER,11,0.636363636,flaring_phoenix
BYRON,DARRYL,GRAY,11,0.363636364,flaring_phoenix
JUJU,MEEPLE,PIPER,11,0.545454545,flaring_phoenix
GUS,PENNY,SQUEAK,11,0.545454545,flaring_phoenix
GENE,HANK,JUJU,11,0.636363636,flaring_phoenix
CORDELIUS,GRAY,PIPER,11,0.090909091,flaring_phoenix
CORDELIUS,GENE,GRAY,11,0.727272727,flaring_phoenix
BELLE,GRAY,PEARL,11,0.272727273,flaring_phoenix
DYNAMIKE,GRAY,PIPER,11,0.545454545,flaring_phoenix
BELLE,BROCK,JUJU,11,0.272727273,flaring_phoenix
GROM,LEON,PIPER,11,0.727272727,flaring_phoenix
CARL,DARRYL,POCO,11,0.727272727,flaring_phoenix
ANGELO,MR. P,OLLIE,11,0.727272727,new_horizons
BROCK,GUS,PENNY,11,0.272727273,new_horizons
COLT,GENE,LEON,11,0.545454545,new_horizons
FANG,GENE,MANDY,11,0.636363636,new_horizons
CARL,NANI,PIPER,11,0.636363636,new_horizons
ANGELO,CARL,DARRYL,11,0.545454545,new_horizons
GUS,MAX,SPROUT,11,0.545454545,new_horizons
BROCK,MANDY,MAX,11,0.363636364,new_horizons
LEON,MR. P,NANI,11,0.545454545,new_horizons
GRAY,LOU,MELODIE,11,0.545454545,new_horizons
HANK,LEON,MANDY,11,0.636363636,new_horizons
BYRON,MR. P,OLLIE,11,0.454545455,new_horizons
DARRYL,KIT,MEEPLE,11,0.636363636,new_horizons
ANGELO,BELLE,BYRON,11,0.636363636,new_horizons
DARRYL,GRAY,R-T,11,0.727272727,new_horizons
ANGELO,BEA,LEON,11,0.454545455,new_horizons
BELLE,OLLIE,R-T,11,0.272727273,new_horizons
DARRYL,JUJU,MANDY,11,0.454545455,new_horizons
DARRYL,MANDY,R-T,11,0.545454545,new_horizons
GRAY,MANDY,PENNY,11,0.545454545,new_horizons
GENE,HANK,KIT,11,0.727272727,new_horizons
BUSTER,MANDY,MR. P,11,0.181818182,new_horizons
GUS,PIPER,STU,11,0.545454545,new_horizons
LOU,MANDY,SQUEAK,11,0.454545455,new_horizons
ANGELO,NANI,PEARL,11,0.545454545,new_horizons
BELLE,LEON,LOU,11,0.727272727,new_horizons
BUSTER,GRAY,KIT,11,0.545454545,new_horizons
BYRON,HANK,NANI,11,0.454545455,new_horizons
BROCK,OLLIE,SPROUT,11,0.909090909,new_horizons
GENE,MEEPLE,R-T,11,0.454545455,new_horizons
BROCK,CARL,JUJU,11,0.909090909,new_horizons
DARRYL,MANDY,MR. P,11,0.636363636,new_horizons
GRAY,GUS,JANET,11,0.545454545,new_horizons
GENE,LEON,MORTIS,11,0.454545455,new_horizons
ANGELO,GRAY,KIT,11,0.363636364,new_horizons
BELLE,GENE,JANET,11,0.454545455,new_horizons
ANGELO,HANK,MAX,11,0.363636364,new_horizons
GUS,JANET,MANDY,11,0.545454545,new_horizons
GROM,OLLIE,PIPER,11,0.727272727,new_horizons
ANGELO,LOU,SQUEAK,11,0.363636364,new_horizons
GENE,KIT,LEON,11,0.272727273,new_horizons
BELLE,DARRYL,MANDY,11,0.909090909,new_horizons
KIT,OLLIE,TICK,11,0.454545455,new_horizons
BYRON,HANK,JUJU,11,0.636363636,new_horizons
BROCK,MR. P,OLLIE,11,0.636363636,new_horizons
BUSTER,GRAY,MAX,11,0.090909091,new_horizons
BROCK,CARL,OLLIE,11,0.909090909,new_horizons
ANGELO,BELLE,CARL,11,0.545454545,new_horizons
BELLE,OLLIE,SQUEAK,11,0.454545455,new_horizons
GRAY,NANI,PEARL,11,0.727272727,new_horizons
GENE,OLLIE,TICK,11,0.454545455,new_horizons
GUS,PENNY,PIPER,11,0.454545455,new_horizons
GENE,HANK,MEEPLE,11,0.454545455,new_horizons
BELLE,GENE,MORTIS,11,0.909090909,new_horizons
BUSTER,JUJU,PIPER,11,0.454545455,new_horizons
ANGELO,BEA,BROCK,11,0.363636364,new_horizons
GUS,JUJU,NANI,11,0.545454545,new_horizons
BEA,CARL,GENE,11,0.090909091,new_horizons
CARL,MANDY,R-T,11,0.545454545,new_horizons
BELLE,BROCK,PEARL,11,0.454545455,new_horizons
JUJU,PENNY,PIPER,11,0.545454545,new_horizons
BELLE,BUSTER,GRAY,11,0.454545455,new_horizons
ANGELO,CHESTER,PIPER,11,0.454545455,new_horizons
MANDY,PIPER,RICO,11,0.272727273,new_horizons
BROCK,GUS,LOU,11,0.181818182,new_horizons
BEA,GRAY,LEON,11,0.272727273,new_horizons
GENE,GUS,PEARL,11,0.909090909,new_horizons
BUSTER,MANDY,PIPER,11,0.272727273,new_horizons
BUSTER,GUS,PIPER,11,0.454545455,new_horizons
DARRYL,PIPER,POCO,11,0.272727273,new_horizons
ANGELO,CARL,SQUEAK,11,0.909090909,new_horizons
BYRON,PIPER,R-T,11,0.181818182,new_horizons
CARL,GRAY,GROM,11,0.545454545,new_horizons
ANGELO,BELLE,OLLIE,11,0.181818182,new_horizons
GENE,KIT,NANI,11,0.636363636,new_horizons
JUJU,LOU,OLLIE,11,0.454545455,new_horizons
GENE,OLLIE,PENNY,11,0.727272727,new_horizons
BROCK,BYRON,GUS,11,0.090909091,new_horizons
COLT,GENE,NANI,11,0.636363636,new_horizons
BELLE,BROCK,CARL,11,0.636363636,new_horizons
ANGELO,MEEPLE,PIPER,11,0.363636364,new_horizons
BUSTER,GRAY,R-T,11,0.636363636,new_horizons
DARRYL,PIPER,SPROUT,11,0.545454545,new_horizons
DARRYL,GRAY,SQUEAK,11,0.363636364,new_horizons
GENE,GROM,NANI,11,0.545454545,new_horizons
BEA,BROCK,CARL,11,0.727272727,new_horizons
ANGELO,BROCK,TICK,11,0.545454545,new_horizons
GUS,JUJU,MAX,11,0.727272727,new_horizons
BELLE,BROCK,BUSTER,11,0.545454545,out_in_the_open
DARRYL,KIT,NANI,11,0.363636364,out_in_the_open
BYRON,GUS,PEARL,11,0.636363636,out_in_the_open
JUJU,MANDY,MR. P,11,0.272727273,out_in_the_open
ANGELO,PENNY,R-T,11,0.181818182,out_in_the_open
MAX,NANI,PEARL,11,0.272727273,out_in_the_open
BEA,GRAY,MANDY,11,0.454545455,out_in_the_open
DARRYL,EVE,GUS,11,0.545454545,out_in_the_open
BELLE,HANK,PIPER,11,0.454545455,out_in_the_open
BROCK,OLLIE,PENNY,11,0.727272727,out_in_the_open
GUS,MORTIS,PIPER,11,0.636363636,out_in_the_open
BYRON,HANK,MAX,11,0.363636364,out_in_the_open
EVE,MR. P,R-T,11,0.636363636,out_in_the_open
BROCK,MANDY,MORTIS,11,0.545454545,out_in_the_open
GUS,JUJU,SQUEAK,11,0.272727273,out_in_the_open
ANGELO,MR. P,R-T,11,0.454545455,out_in_the_open
ANGELO,MEEPLE,NANI,11,0.818181818,out_in_the_open
CARL,NANI,SQUEAK,11,0.727272727,out_in_the_open
ANGELO,EVE,NANI,11,0.727272727,out_in_the_open
ANGELO,BELLE,DARRYL,11,0.454545455,out_in_the_open
JUJU,MR. P,PIPER,11,0.363636364,out_in_the_open
JUJU,PIPER,SQUEAK,11,0.818181818,out_in_the_open
ANGELO,GRAY,OLLIE,11,0.727272727,out_in_the_open
EVE,R-T,SPROUT,11,0.454545455,out_in_the_open
BELLE,CARL,SQUEAK,11,0.545454545,out_in_the_open
JUJU,MANDY,SQUEAK,11,0.545454545,out_in_the_open
EVE,HANK,PIPER,11,0.181818182,out_in_the_open
CARL,GENE,GRAY,11,0.181818182,out_in_the_open
BUSTER,GENE,GUS,11,0.363636364,out_in_the_open
GUS,MAX,R-T,11,0.636363636,out_in_the_open
BUSTER,EVE,GENE,11,0.363636364,out_in_the_open
BUSTER,PEARL,PIPER,11,0.363636364,out_in_the_open
ANGELO,OLLIE,R-T,11,0.727272727,out_in_the_open
EVE,MR. P,SQUEAK,11,0.545454545,out_in_the_open
BELLE,MEEPLE,PIPER,11,0.090909091,out_in_the_open
DARRYL,GENE,NANI,11,0.545454545,out_in_the_open
GENE,NANI,PENNY,11,0.272727273,out_in_the_open
BUSTER,BYRON,GENE,11,0.363636364,out_in_the_open
ANGELO,BROCK,BUSTER,11,0.545454545,out_in_the_open
ANGELO,HANK,NANI,11,0.636363636,out_in_the_open
MANDY,MAX,OLLIE,11,0.454545455,out_in_the_open
MAX,PIPER,R-T,11,0.545454545,out_in_the_open
GENE,GUS,HANK,11,0.454545455,out_in_the_open
BELLE,GENE,JUJU,11,0.454545455,out_in_the_open
BROCK,PEARL,SPROUT,11,0.545454545,out_in_the_open
BELLE,BYRON,SQUEAK,11,0.454545455,out_in_the_open
GENE,MAX,MEEPLE,11,0.545454545,out_in_the_open
BROCK,CARL,MEEPLE,11,0.727272727,out_in_the_open
MANDY,OLLIE,R-T,11,0.454545455,out_in_the_open
BO,GENE,PIPER,11,0.272727273,out_in_the_open
BELLE,GUS,PEARL,11,0.181818182,out_in_the_open
DARRYL,GENE,GRAY,11,0.363636364,out_in_the_open
BEA,GENE,NANI,11,0.454545455,out_in_the_open
ANGELO,BEA,PEARL,11,0.454545455,out_in_the_open
BEA,BELLE,OLLIE,11,0.772727273,hockey_below_zero
BELLE,MAISIE,STU,11,0.636363636,hockey_below_zero
LEON,MAX,SQUEAK,11,0.545454545,hockey_below_zero
MEEPLE,MELODIE,MORTIS,11,0.909090909,hockey_below_zero
BUZZ,GRAY,MEEPLE,11,0.909090909,hockey_below_zero
MAX,MEEPLE,PIPER,11,0.636363636,hockey_below_zero
GRAY,LEON,LOU,11,0.454545455,hockey_below_zero
CARL,MAX,MR. P,11,0.181818182,hockey_below_zero
LEON,POCO,STU,11,0.636363636,hockey_below_zero
BEA,LOU,MORTIS,11,0.363636364,hockey_below_zero
FRANK,HANK,MAX,11,0.818181818,hockey_below_zero
BEA,LEON,TARA,11,0.909090909,hockey_below_zero
FRANK,GUS,MAX,11,0.136363636,hockey_below_zero
GRAY,HANK,MEEPLE,11,0.454545455,hockey_below_zero
MEEPLE,MELODIE,POCO,11,0.363636364,hockey_below_zero
BELLE,OLLIE,POCO,11,0.272727273,hockey_below_zero
GUS,MAX,OLLIE,11,0.636363636,hockey_below_zero
HANK,MR. P,STU,11,0.727272727,hockey_below_zero
BELLE,CARL,LEON,11,0.5,hockey_below_zero
GRAY,JANET,PIPER,11,0.545454545,hockey_below_zero
CARL,GRAY,PIPER,11,0.272727273,hockey_below_zero
FRANK,MAX,MR. P,11,0.909090909,hockey_below_zero
BIBI,LOU,MEEPLE,11,0.545454545,hockey_below_zero
JANET,MEEPLE,POCO,11,0.5,hockey_below_zero
BEA,MEEPLE,POCO,11,0.5,hockey_below_zero
CARL,GRAY,LOU,11,0.272727273,hockey_below_zero
FRANK,MELODIE,STU,11,0.545454545,hockey_below_zero
BELLE,GRAY,OLLIE,11,0.909090909,hockey_below_zero
BELLE,MR. P,STU,11,0.909090909,hockey_below_zero
GRAY,MR. P,SPIKE,11,0.272727273,hockey_below_zero
COLETTE,GRAY,MELODIE,11,0.181818182,hockey_below_zero
MAISIE,MAX,MEEPLE,11,0.909090909,hockey_below_zero
BELLE,LOU,MAX,11,0.5,hockey_below_zero
CHESTER,JANET,MAX,11,0.636363636,hockey_below_zero
BEA,MAX,SQUEAK,11,0.545454545,hockey_below_zero
GENE,GRAY,MAX,11,0.318181818,hockey_below_zero
GRAY,MAX,MEG,11,0.272727273,hockey_below_zero
BUSTER,CARL,MAX,11,0.454545455,hockey_below_zero
BEA,FRANK,HANK,11,0.727272727,hockey_below_zero
BELLE,GRAY,LOLA,11,0.545454545,hockey_below_zero
BEA,GUS,HANK,11,0.363636364,hockey_cool_box
BEA,BUSTER,MELODIE,11,0.772727273,hockey_cool_box
HANK,MORTIS,POCO,11,0.454545455,hockey_cool_box
BEA,JACKY,POCO,11,0.636363636,hockey_cool_box
MEEPLE,MELODIE,SQUEAK,11,0.590909091,hockey_cool_box
COLT,MELODIE,STU,11,0.545454545,hockey_cool_box
HANK,MEEPLE,MELODIE,11,0.909090909,hockey_cool_box
BELLE,MEEPLE,OLLIE,11,0.727272727,hockey_cool_box
BEA,MELODIE,PENNY,11,0.636363636,hockey_cool_box
GUS,LEON,MEEPLE,11,0.545454545,hockey_cool_box
BELLE,CHARLIE,MELODIE,11,0.363636364,hockey_cool_box
LOU,MEEPLE,POCO,11,0.363636364,hockey_cool_box
BEA,MAX,MORTIS,11,0.636363636,hockey_cool_box
BEA,HANK,MELODIE,11,0.545454545,hockey_cool_box
CHESTER,OLLIE,POCO,11,0.363636364,hockey_cool_box
JANET,LEON,STU,11,0.363636364,hockey_cool_box
BELLE,GUS,STU,11,0.727272727,hockey_cool_box
BEA,CARL,MR. P,11,0.545454545,hockey_cool_box
FRANK,LOU,MAX,11,0.363636364,hockey_cool_box
BEA,GRAY,MORTIS,11,0.5,hockey_cool_box
BYRON,GRAY,STU,11,0.454545455,hockey_cool_box
BYRON,HANK,MELODIE,11,0.545454545,hockey_cool_box
GENE,HANK,POCO,11,0.545454545,hockey_cool_box
BEA,FRANK,LEON,11,0.681818182,hockey_cool_box
GRAY,LEON,MR. P,11,0.409090909,hockey_cool_box
BEA,CHARLIE,GRAY,11,0.363636364,hockey_cool_box
GENE,GRAY,HANK,11,0.272727273,hockey_cool_box
GENE,LEON,MEEPLE,11,0.545454545,hockey_cool_box
LOU,MR. P,STU,11,0.727272727,hockey_cool_box
GENE,GRAY,LOU,11,0.454545455,hockey_cool_box
GRAY,MAX,PIPER,11,0.363636364,hockey_cool_box
BEA,LOLA,STU,11,0.409090909,hockey_cool_box
BEA,JANET,POCO,11,0.454545455,hockey_cool_box
CARL,MAX,POCO,11,0.363636364,hockey_cool_box
FANG,LOU,STU,11,0.727272727,hockey_cool_box
GRAY,GUS,LEON,11,0.545454545,hockey_cool_box
COLT,JANET,MAX,11,0.545454545,hockey_cool_box
CHARLIE,FANG,GRAY,11,0.454545455,hockey_cool_box
AMBER,BEA,LOU,11,0.545454545,hockey_cool_box
CARL,MELODIE,PIPER,11,0.454545455,hockey_cool_box
BELLE,MR. P,STU,11,0.909090909,hockey_cool_box
CARL,GRAY,LEON,11,0.545454545,hockey_cool_box
BEA,BUSTER,MR. P,11,0.727272727,hockey_cool_box
BUSTER,MAX,STU,11,0.590909091,hockey_cool_box
BEA,GUS,JANET,11,0.363636364,hockey_cool_box
GENE,GUS,MELODIE,11,0.590909091,hockey_cool_box
CHESTER,MAX,OLLIE,11,0.727272727,hockey_cool_box
GUS,HANK,MAX,11,0.545454545,hockey_cool_box
AMBER,BEA,OLLIE,11,0.727272727,hockey_cool_box
JANET,PIPER,STU,11,0.272727273,hockey_cool_box
GENE,GUS,MAX,11,0.454545455,hockey_cool_box
BEA,FANG,STU,11,0.545454545,hockey_starr_garden
MELODIE,MORTIS,STU,11,0.181818182,hockey_starr_garden
GRAY,GUS,OLLIE,11,0.363636364,hockey_starr_garden
MAISIE,MEEPLE,MELODIE,11,0.545454545,hockey_starr_garden
BEA,CARL,CHESTER,11,0.545454545,hockey_starr_garden
BIBI,MAX,MELODIE,11,0.727272727,hockey_starr_garden
CHESTER,LEON,STU,11,0.636363636,hockey_starr_garden
BEA,MELODIE,PENNY,11,0.454545455,hockey_starr_garden
BEA,GRAY,SPIKE,11,0.363636364,hockey_starr_garden
GUS,LEON,MEEPLE,11,0.136363636,hockey_starr_garden
BEA,GUS,MELODIE,11,0.454545455,hockey_starr_garden
BEA,GRAY,SAM,11,0.545454545,hockey_starr_garden
BEA,CHESTER,OLLIE,11,0.909090909,hockey_starr_garden
BEA,MAISIE,MEEPLE,11,0.363636364,hockey_starr_garden
BEA,MAX,TARA,11,0.636363636,hockey_starr_garden
CARL,GRAY,HANK,11,0.454545455,hockey_starr_garden
BEA,COLETTE,GRAY,11,0.363636364,hockey_starr_garden
BEA,MAISIE,MAX,11,0.363636364,hockey_starr_garden
FRANK,LOU,MAX,11,0.545454545,hockey_starr_garden
MELODIE,STU,TARA,11,0.409090909,hockey_starr_garden
CARL,GRAY,MAISIE,11,0.590909091,hockey_starr_garden
GRAY,MELODIE,SAM,11,0.636363636,hockey_starr_garden
CHARLIE,LEON,MAX,11,0.590909091,hockey_starr_garden
JACKY,LEON,MELODIE,11,0.636363636,hockey_starr_garden
CARL,LOU,OLLIE,11,0.954545455,hockey_starr_garden
CHESTER,FRANK,MAX,11,0.545454545,hockey_starr_garden
CARL,MR. P,STU,11,0.772727273,hockey_starr_garden
FRANK,MR. P,STU,11,0.727272727,hockey_starr_garden
GRAY,GRIFF,MR. P,11,0.409090909,hockey_starr_garden
AMBER,GRAY,STU,11,0.5,hockey_starr_garden
CHARLIE,LOU,MAX,11,0.454545455,hockey_starr_garden
BELLE,CHARLIE,STU,11,0.454545455,hockey_starr_garden
BELLE,JACKY,MR. P,11,0.545454545,hockey_starr_garden
BEA,MAISIE,MELODIE,11,0.636363636,hockey_starr_garden
CHARLIE,MAX,MEEPLE,11,0.409090909,hockey_starr_garden
HANK,MR. P,STU,11,0.545454545,hockey_starr_garden
BEA,CHARLIE,LOU,11,0.545454545,hockey_starr_garden
GRIFF,MEEPLE,STU,11,0.454545455,hockey_starr_garden
CARL,GRIFF,STU,11,0.454545455,hockey_starr_garden
CARL,LEON,MAX,11,0.5,hockey_starr_garden
BEA,JACKY,STU,11,0.727272727,hockey_starr_garden
HANK,LOU,MELODIE,11,0.636363636,hockey_starr_garden
BEA,BIBI,GRAY,11,0.909090909,hockey_starr_garden
MAX,STU,TARA,11,0.727272727,hockey_starr_garden
BUSTER,GRAY,POCO,11,0.272727273,hockey_starr_garden
BEA,CHARLIE,MR. P,11,0.272727273,hockey_starr_garden
BELLE,GRAY,MR. P,11,0.681818182,hockey_starr_garden
GRAY,GRIFF,HANK,11,0.545454545,hockey_starr_garden
GRAY,MEEPLE,POCO,11,0.181818182,hockey_starr_garden
BELLE,MORTIS,STU,11,0.909090909,hockey_starr_garden
CHARLIE,JANET,STU,11,0.454545455,hockey_starr_garden
BEA,GUS,OLLIE,11,0.727272727,hockey_starr_garden
CHESTER,MAX,POCO,11,0.454545455,hockey_starr_garden
BUSTER,MAISIE,MEEPLE,11,0.636363636,hockey_starr_garden
BUSTER,MELODIE,POCO,11,0.727272727,hockey_starr_garden
MAX,MELODIE,MORTIS,11,0.545454545,hockey_starr_garden
GRAY,MR. P,SPIKE,11,0.454545455,hockey_starr_garden
JANET,MEEPLE,MR. P,11,0.363636364,hockey_starr_garden
CARL,POCO,STU,11,0.636363636,hockey_starr_garden
BEA,MEEPLE,SQUEAK,11,0.363636364,hockey_starr_garden
CHARLIE,JANET,MELODIE,11,0.818181818,hockey_starr_garden
CHESTER,GRAY,MEEPLE,11,0.545454545,hockey_starr_garden
BO,MELODIE,STU,11,0.727272727,hockey_starr_garden
AMBER,LOU,STU,11,0.545454545,hockey_starr_garden
CHARLIE,MAX,MORTIS,11,0.727272727,hockey_starr_garden
BEA,MEEPLE,SPIKE,11,0.636363636,hockey_starr_garden
JANET,MELODIE,MR. P,11,0.363636364,hockey_starr_garden
GUS,JANET,STU,11,0.272727273,hockey_starr_garden
AMBER,MR. P,STU,11,0.636363636,hockey_super_center
BEA,FANG,STU,11,0.454545455,hockey_super_center
LOU,MELODIE,OLLIE,11,0.545454545,hockey_super_center
BEA,CARL,CHARLIE,11,0.636363636,hockey_super_center
CHARLIE,MAX,MR. P,11,0.909090909,hockey_super_center
HANK,MEEPLE,MELODIE,11,0.636363636,hockey_super_center
CARL,CHESTER,MEEPLE,11,0.727272727,hockey_super_center
LOU,MEEPLE,POCO,11,0.363636364,hockey_super_center
MAX,SQUEAK,STU,11,0.181818182,hockey_super_center
CARL,LOU,MAISIE,11,0.454545455,hockey_super_center
MELODIE,POCO,SAM,11,0.727272727,hockey_super_center
BIBI,GRAY,STU,11,0.545454545,hockey_super_center
BEA,CHESTER,MELODIE,11,0.272727273,hockey_super_center
BUSTER,MELODIE,STU,11,0.636363636,hockey_super_center
CHESTER,FRANK,MAX,11,0.727272727,hockey_super_center
CARL,LEON,STU,11,0.454545455,hockey_super_center
BEA,BIBI,MR. P,11,0.454545455,hockey_super_center
JACKY,MAX,POCO,11,0.727272727,hockey_super_center
BEA,FRANK,JANET,11,0.545454545,hockey_super_center
FRANK,LOU,MR. P,11,0.272727273,hockey_super_center
AMBER,BEA,STU,11,0.636363636,hockey_super_center
CHARLIE,MELODIE,STU,11,0.727272727,hockey_super_center
BEA,MEEPLE,TARA,11,0.909090909,hockey_super_center
BUSTER,CARL,MEEPLE,11,0.363636364,hockey_super_center
BELLE,MELODIE,OLLIE,11,0.636363636,hockey_super_center
GRAY,GUS,MEEPLE,11,0.454545455,hockey_super_center
CARL,LEON,MAX,11,0.454545455,hockey_super_center
FRANK,GRAY,LOU,11,0.454545455,hockey_super_center
BELLE,BUSTER,GRAY,11,0.727272727,hockey_super_center
MAX,SAM,STU,11,0.727272727,hockey_super_center
BEA,HANK,LEON,11,0.454545455,hockey_super_center
HANK,MR. P,POCO,11,0.727272727,hockey_super_center
CARL,LOU,POCO,11,0.181818182,hockey_super_center
CARL,HANK,MELODIE,11,0.454545455,hockey_super_center
HANK,MELODIE,STU,11,0.772727273,hockey_super_center
CARL,JANET,MAX,11,0.545454545,hockey_super_center
MEEPLE,STU,TARA,11,0.636363636,hockey_super_center
CARL,CHARLIE,GRAY,11,0.636363636,hockey_super_center
BEA,CARL,GRIFF,11,0.727272727,hockey_super_center
FRANK,MAX,OLLIE,11,0.545454545,hockey_super_center
JANET,MAISIE,STU,11,0.227272727,hockey_super_center
BEA,JANET,MR. P,11,0.545454545,hockey_super_center
KENJI,MAX,STU,11,0.272727273,hockey_super_center
JANET,MELODIE,MR. P,11,0.636363636,hockey_super_center
CARL,GRAY,MR. P,11,0.545454545,hockey_super_center
BUSTER,JANET,STU,11,0.727272727,hockey_super_center
COLETTE,MELODIE,STU,11,0.272727273,hockey_super_center
CARL,GRAY,NANI,12,0.75,dry_season
ANGELO,BELLE,GUS,12,0.666666667,dry_season
MR. P,PIPER,SQUEAK,12,0.5,dry_season
ANGELO,LEON,SPROUT,12,0.5,dry_season
MORTIS,PIPER,SPROUT,12,0.5,dry_season
GENE,PENNY,TICK,12,0.75,dry_season
HANK,JANET,PIPER,12,0.583333333,dry_season
CARL,GENE,LOU,12,0.5,dry_season
BELLE,MR. P,OLLIE,12,0.75,dry_season
LEON,MEEPLE,PIPER,12,0.416666667,dry_season
BELLE,JUJU,NANI,12,0.583333333,dry_season
BYRON,JUJU,MANDY,12,0.666666667,dry_season
MANDY,MORTIS,R-T,12,0.833333333,dry_season
BROCK,SQUEAK,TICK,12,0.833333333,dry_season
GUS,LOU,MANDY,12,0.166666667,dry_season
8-BIT,GRAY,MANDY,12,0.583333333,dry_season
MANDY,MAX,PENNY,12,0.333333333,dry_season
BYRON,GRAY,R-T,12,0.5,dry_season
ANGELO,GENE,LOU,12,0.416666667,dry_season
BELLE,PENNY,PIPER,12,0.166666667,dry_season
BYRON,PIPER,SQUEAK,12,0.666666667,dry_season
BROCK,LEON,PENNY,12,0.583333333,dry_season
MANDY,MELODIE,NANI,12,0.583333333,dry_season
MR. P,PIPER,SPROUT,12,0.583333333,dry_season
BYRON,GUS,OLLIE,12,0.666666667,dry_season
BYRON,MANDY,MORTIS,12,0.416666667,dry_season
BROCK,MAX,PIPER,12,0.333333333,dry_season
CARL,MAX,PIPER,12,0.5,dry_season
KENJI,PIPER,SQUEAK,12,0.666666667,dry_season
JANET,MANDY,PENNY,12,0.416666667,dry_season
JANET,LEON,MANDY,12,0.333333333,dry_season
BELLE,LEON,MR. P,12,0.25,dry_season
CARL,GUS,SPROUT,12,0.416666667,dry_season
GRAY,HANK,MEEPLE,12,0.25,dry_season
GUS,MR. P,SQUEAK,12,0.833333333,dry_season
BROCK,LEON,SQUEAK,12,0.416666667,dry_season
BROCK,MELODIE,PIPER,12,0.416666667,dry_season
BROCK,PENNY,R-T,12,0.5,dry_season
ANGELO,LEON,MORTIS,12,0.5,dry_season
BROCK,GRAY,GROM,12,0.583333333,dry_season
GENE,GRAY,GROM,12,0.583333333,dry_season
MANDY,PENNY,R-T,12,0.166666667,dry_season
KENJI,MANDY,SQUEAK,12,0.333333333,dry_season
JANET,OLLIE,SQUEAK,12,0.5,dry_season
GROM,PIPER,R-T,12,0.666666667,dry_season
KENJI,MANDY,MR. P,12,0.666666667,dry_season
GENE,GROM,R-T,12,0.75,dry_season
MANDY,MAX,SQUEAK,12,0.333333333,dry_season
JANET,PENNY,PIPER,12,0.833333333,dry_season
JUJU,OLLIE,PIPER,12,1,dry_season
BUSTER,GENE,MANDY,12,0.416666667,dry_season
CARL,SPROUT,SQUEAK,12,0.833333333,dry_season
