brawler1,brawler2,brawler3,picks,wr,map
BYRON,GENE,PIPER,68,0.441176471,out_in_the_open
BELLE,MANDY,PIPER,68,0.330882353,out_in_the_open
ANGELO,MANDY,R-T,68,0.602941176,out_in_the_open
BEA,CARL,STU,68,0.463235294,hockey_below_zero
GRAY,LOU,MAX,68,0.698529412,hockey_cool_box
BELLE,MEEPLE,MELODIE,68,0.529411765,hockey_cool_box
BEA,JANET,STU,68,0.544117647,hockey_super_center
BEA,MAX,STU,68,0.463235294,hockey_super_center
GRAY,LEON,MAX,68,0.463235294,hockey_super_center
BEA,CARL,GRAY,68,0.632352941,hockey_super_center
MAX,MELODIE,STU,68,0.448529412,hockey_super_center
ANGELO,BROCK,MANDY,69,0.608695652,dry_season
GENE,PIPER,R-T,69,0.420289855,dry_season
GENE,JUJU,PIPER,69,0.463768116,hideout
BYRON,GENE,PIPER,69,0.391304348,hideout
JANET,JUJU,MANDY,69,0.550724638,layer_cake
BELLE,GENE,LEON,69,0.565217391,shooting_star
JUJU,MELODIE,STU,69,0.644927536,triple_dribble
FRANK,POCO,STU,69,0.623188406,pinball_dreams
BEA,JANET,STU,69,0.731884058,sneaky_fields
BEA,CARL,RICO,69,0.550724638,sneaky_fields
ASH,BEA,CARL,69,0.572463768,sneaky_fields
GUS,MANDY,TICK,69,0.52173913,belles_rock
BROCK,R-T,SPROUT,69,0.405797101,belles_rock
BROCK,GUS,R-T,69,0.52173913,belles_rock
GRAY,GUS,R-T,69,0.608695652,belles_rock
GENE,MANDY,SQUEAK,69,0.710144928,belles_rock
GENE,OLLIE,SPROUT,69,0.594202899,flaring_phoenix
BROCK,GRAY,R-T,69,0.594202899,flaring_phoenix
ANGELO,JUJU,PIPER,69,0.594202899,new_horizons
GENE,NANI,PIPER,69,0.565217391,new_horizons
ANGELO,GRAY,PIPER,69,0.550724638,out_in_the_open
GRAY,MANDY,NANI,69,0.579710145,out_in_the_open
BROCK,CARL,MANDY,69,0.565217391,out_in_the_open
BELLE,GUS,PIPER,69,0.376811594,out_in_the_open
GRAY,OLLIE,STU,69,0.543478261,hockey_below_zero
MAX,MEEPLE,STU,69,0.615942029,hockey_below_zero
CARL,GRAY,STU,69,0.52173913,hockey_starr_garden
BEA,GRAY,JANET,69,0.391304348,hockey_super_center
CARL,PIPER,SQUEAK,70,0.671428571,dry_season
BROCK,GENE,GRAY,70,0.657142857,dry_season
ANGELO,PIPER,SQUEAK,70,0.642857143,dry_season
BROCK,GRAY,MANDY,70,0.5,hideout
GRAY,GUS,LEON,70,0.585714286,hideout
ANGELO,GUS,SPROUT,70,0.4,shooting_star
GENE,PIPER,SQUEAK,70,0.657142857,shooting_star
JUJU,MANDY,NANI,70,0.571428571,shooting_star
BEA,FRANK,STU,70,0.671428571,triple_dribble
JANET,LARRY & LAWRIE,STU,70,0.628571429,triple_dribble
BEA,CARL,GRIFF,70,0.592857143,pinball_dreams
JANET,OTIS,STU,70,0.471428571,center_stage
GRAY,GROM,GUS,70,0.7,belles_rock
GENE,GROM,PIPER,70,0.685714286,belles_rock
DARRYL,GENE,SPROUT,70,0.6,flaring_phoenix
CARL,GENE,GRAY,70,0.671428571,flaring_phoenix
MANDY,SPROUT,SQUEAK,70,0.514285714,flaring_phoenix
GENE,KIT,OLLIE,70,0.771428571,flaring_phoenix
GRAY,PEARL,PIPER,70,0.571428571,flaring_phoenix
BROCK,GUS,NANI,70,0.328571429,new_horizons
BELLE,BROCK,MANDY,70,0.442857143,new_horizons
BROCK,LEON,PIPER,70,0.485714286,new_horizons
BROCK,CARL,GENE,70,0.457142857,new_horizons
BROCK,LEON,MANDY,70,0.514285714,new_horizons
CARL,GENE,PIPER,70,0.6,out_in_the_open
BELLE,MELODIE,STU,70,0.628571429,hockey_below_zero
GRAY,LOU,MELODIE,70,0.5,hockey_below_zero
BROCK,CARL,MANDY,71,0.647887324,dry_season
NANI,PEARL,PIPER,71,0.338028169,hideout
GENE,GUS,MAX,71,0.464788732,hideout
GENE,LEON,R-T,71,0.591549296,shooting_star
BELLE,GUS,NANI,71,0.450704225,shooting_star
BELLE,JUJU,PIPER,71,0.563380282,shooting_star
GUS,MAX,PIPER,71,0.338028169,shooting_star
GUS,LEON,PIPER,71,0.366197183,shooting_star
GUS,JUJU,STU,71,0.542253521,pinball_dreams
LARRY & LAWRIE,LOU,STU,71,0.528169014,pinball_dreams
FRANK,MAX,NITA,71,0.605633803,sneaky_fields
EL PRIMO,LOU,RICO,71,0.563380282,sneaky_fields
CARL,JANET,OTIS,71,0.542253521,center_stage
CARL,JANET,JUJU,71,0.605633803,center_stage
GRAY,PIPER,RICO,71,0.401408451,belles_rock
GRAY,GROM,PIPER,71,0.661971831,belles_rock
BROCK,DARRYL,MANDY,71,0.767605634,flaring_phoenix
GRAY,GUS,MANDY,71,0.577464789,flaring_phoenix
GENE,GROM,MANDY,71,0.408450704,flaring_phoenix
JUJU,MANDY,SQUEAK,71,0.577464789,flaring_phoenix
BELLE,GRAY,PIPER,71,0.38028169,new_horizons
JUJU,MANDY,PIPER,71,0.521126761,new_horizons
GUS,MANDY,NANI,71,0.521126761,out_in_the_open
MEEPLE,MELODIE,STU,71,0.514084507,hockey_below_zero
GRAY,MANDY,TICK,72,0.611111111,dry_season
GENE,MORTIS,PIPER,72,0.708333333,dry_season
ANGELO,MANDY,SQUEAK,72,0.541666667,dry_season
LEON,PIPER,SQUEAK,72,0.541666667,dry_season
BROCK,GENE,NANI,72,0.486111111,dry_season
ANGELO,GUS,LEON,72,0.583333333,hideout
BELLE,GRAY,GUS,72,0.569444444,hideout
CARL,GENE,SQUEAK,72,0.597222222,layer_cake
CARL,GRAY,JANET,72,0.5,layer_cake
MORTIS,RICO,STU,72,0.423611111,triple_dribble
JANET,LOU,STU,72,0.368055556,sneaky_fields
FRANK,RICO,STU,72,0.618055556,center_stage
ANGELO,GUS,MANDY,72,0.541666667,belles_rock
GRAY,MANDY,OLLIE,72,0.75,belles_rock
ANGELO,BROCK,SQUEAK,72,0.388888889,belles_rock
MANDY,PIPER,RICO,72,0.611111111,belles_rock
ANGELO,BROCK,R-T,72,0.597222222,belles_rock
GUS,MANDY,SPROUT,72,0.569444444,flaring_phoenix
GRAY,MANDY,R-T,72,0.722222222,new_horizons
GRAY,GUS,NANI,72,0.569444444,new_horizons
GENE,MANDY,NANI,72,0.555555556,new_horizons
GRAY,GUS,LEON,72,0.486111111,new_horizons
GENE,R-T,SQUEAK,72,0.513888889,out_in_the_open
ANGELO,LEON,PIPER,72,0.597222222,out_in_the_open
BEA,JANET,MELODIE,72,0.395833333,hockey_below_zero
CARL,GRAY,STU,72,0.375,hockey_super_center
GRAY,OLLIE,PIPER,73,0.643835616,dry_season
ANGELO,MANDY,PIPER,73,0.493150685,hideout
BELLE,BROCK,NANI,73,0.602739726,hideout
CARL,GRAY,PENNY,73,0.547945205,layer_cake
GENE,MANDY,SQUEAK,73,0.575342466,layer_cake
JANET,JUJU,STU,73,0.602739726,triple_dribble
BEA,STU,SURGE,73,0.534246575,sneaky_fields
CARL,RICO,STU,73,0.561643836,center_stage
BELLE,GRAY,SPROUT,73,0.376712329,belles_rock
ANGELO,MANDY,PIPER,73,0.561643836,belles_rock
ANGELO,GUS,PIPER,73,0.328767123,belles_rock
BELLE,BROCK,MANDY,73,0.602739726,belles_rock
BROCK,GENE,R-T,73,0.561643836,flaring_phoenix
ANGELO,BROCK,MANDY,73,0.506849315,flaring_phoenix
GENE,GUS,LEON,73,0.520547945,new_horizons
GENE,MANDY,R-T,73,0.547945205,new_horizons
BELLE,EVE,GUS,73,0.452054795,out_in_the_open
BELLE,BROCK,EVE,73,0.616438356,out_in_the_open
BELLE,GRAY,MAX,73,0.547945205,hockey_below_zero
GRAY,JANET,STU,73,0.54109589,hockey_cool_box
GRAY,MANDY,R-T,74,0.554054054,dry_season
BELLE,GENE,PIPER,74,0.378378378,dry_season
GENE,GRAY,HANK,74,0.5,layer_cake
GRAY,MANDY,MORTIS,74,0.621621622,layer_cake
GENE,GRAY,LEON,74,0.594594595,shooting_star
JUJU,RICO,STU,74,0.513513514,pinball_dreams
BEA,GRIFF,JANET,74,0.432432432,pinball_dreams
CARL,OTIS,STU,74,0.452702703,center_stage
BUZZ,SQUEAK,STU,74,0.513513514,center_stage
ANGELO,GENE,MANDY,74,0.554054054,belles_rock
GENE,R-T,SQUEAK,74,0.574324324,belles_rock
GRAY,GROM,MANDY,74,0.689189189,flaring_phoenix
ANGELO,PIPER,SPROUT,74,0.608108108,new_horizons
CARL,GENE,PIPER,74,0.513513514,new_horizons
GENE,JUJU,MANDY,74,0.5,new_horizons
ANGELO,LEON,PIPER,74,0.560810811,new_horizons
DARRYL,KIT,MANDY,74,0.594594595,new_horizons
DARRYL,GRAY,KIT,74,0.472972973,new_horizons
BEA,MEEPLE,STU,74,0.614864865,hockey_below_zero
JANET,MAX,MELODIE,74,0.378378378,hockey_below_zero
JANET,MAX,MELODIE,74,0.641891892,hockey_cool_box
BEA,MAX,STU,74,0.513513514,hockey_starr_garden
BEA,MEEPLE,MELODIE,74,0.668918919,hockey_starr_garden
BEA,JANET,MELODIE,74,0.560810811,hockey_starr_garden
GRAY,MAX,MEEPLE,74,0.581081081,hockey_super_center
GUS,MANDY,SQUEAK,75,0.533333333,dry_season
GENE,GRAY,OLLIE,75,0.613333333,dry_season
ANGELO,CARL,GENE,75,0.666666667,dry_season
GENE,SPROUT,SQUEAK,75,0.573333333,layer_cake
GRAY,JANET,SQUEAK,75,0.773333333,layer_cake
GENE,MAX,NANI,75,0.52,shooting_star
GUS,MANDY,PIPER,75,0.4,shooting_star
CARL,GUS,PIPER,75,0.613333333,shooting_star
BEA,FRANK,POCO,75,0.56,pinball_dreams
FRANK,MAX,STU,75,0.746666667,pinball_dreams
RICO,SQUEAK,STU,75,0.593333333,center_stage
JANET,RICO,STU,75,0.573333333,center_stage
FRANK,JANET,POCO,75,0.626666667,center_stage
FRANK,POCO,STU,75,0.533333333,center_stage
BUZZ,JANET,OTIS,75,0.646666667,center_stage
GENE,PEARL,SQUEAK,75,0.613333333,flaring_phoenix
LEON,MANDY,PIPER,75,0.56,new_horizons
BROCK,GENE,SPROUT,75,0.546666667,new_horizons
GENE,GRAY,GUS,75,0.52,out_in_the_open
ANGELO,NANI,PEARL,75,0.66,out_in_the_open
NANI,PEARL,PIPER,75,0.346666667,out_in_the_open
GRAY,LEON,MAX,75,0.573333333,hockey_below_zero
GRAY,LOU,STU,75,0.5,hockey_below_zero
BEA,MAX,MEEPLE,75,0.58,hockey_below_zero
LOU,MAX,STU,75,0.526666667,hockey_cool_box
MAX,MEEPLE,MELODIE,75,0.573333333,hockey_starr_garden
MEEPLE,MELODIE,STU,75,0.46,hockey_super_center
GUS,PEARL,PIPER,76,0.5,hideout
GENE,GRAY,TICK,76,0.473684211,layer_cake
ANGELO,JUJU,PIPER,76,0.592105263,shooting_star
BELLE,NANI,SPROUT,76,0.486842105,shooting_star
LOU,RICO,STU,76,0.598684211,sneaky_fields
ASH,JANET,RICO,76,0.526315789,sneaky_fields
BUSTER,CARL,STU,76,0.526315789,center_stage
BROCK,GRAY,GUS,76,0.5,belles_rock
ANGELO,GENE,JUJU,76,0.473684211,flaring_phoenix
BROCK,PIPER,SPROUT,76,0.552631579,flaring_phoenix
ANGELO,GENE,SQUEAK,76,0.565789474,flaring_phoenix
ANGELO,MANDY,SQUEAK,76,0.473684211,new_horizons
GUS,PEARL,PIPER,76,0.513157895,out_in_the_open
BEA,JANET,MELODIE,76,0.5,hockey_cool_box
BEA,CARL,STU,76,0.335526316,hockey_cool_box
BEA,BUSTER,STU,76,0.736842105,hockey_starr_garden
GRAY,MEEPLE,STU,76,0.526315789,hockey_starr_garden
GRAY,MAX,STU,76,0.493421053,hockey_super_center
GENE,JUJU,MANDY,77,0.480519481,dry_season
BROCK,LEON,MANDY,77,0.597402597,dry_season
GENE,MELODIE,PIPER,77,0.506493506,hideout
GENE,LEON,MAX,77,0.662337662,hideout
GENE,JUJU,MANDY,77,0.558441558,shooting_star
GENE,GUS,LEON,77,0.532467532,shooting_star
ANGELO,GRAY,LEON,77,0.623376623,shooting_star
BARLEY,CARL,RICO,77,0.506493506,triple_dribble
BARLEY,MEEPLE,STU,77,0.61038961,triple_dribble
BARLEY,MORTIS,STU,77,0.571428571,triple_dribble
JANET,JUJU,STU,77,0.512987013,pinball_dreams
BEA,HANK,STU,77,0.727272727,pinball_dreams
FRANK,MAX,STU,77,0.649350649,sneaky_fields
FRANK,LOU,STU,77,0.616883117,sneaky_fields
BEA,EL PRIMO,STU,77,0.733766234,sneaky_fields
BELLE,BROCK,GENE,77,0.487012987,belles_rock
BROCK,MANDY,R-T,77,0.519480519,out_in_the_open
BROCK,R-T,SQUEAK,77,0.584415584,out_in_the_open
GENE,GRAY,MANDY,77,0.480519481,out_in_the_open
ANGELO,BELLE,BROCK,77,0.636363636,out_in_the_open
BEA,LEON,MELODIE,77,0.493506494,hockey_cool_box
BEA,LOU,STU,77,0.636363636,hockey_starr_garden
GRAY,GUS,MANDY,78,0.641025641,dry_season
GRAY,MAX,PIPER,78,0.653846154,hideout
BROCK,LEON,PIPER,78,0.653846154,hideout
GRAY,JUJU,PENNY,78,0.615384615,layer_cake
GENE,JUJU,MANDY,78,0.628205128,layer_cake
JUJU,LOU,STU,78,0.647435897,triple_dribble
BEA,JUJU,SURGE,78,0.58974359,pinball_dreams
BEA,OLLIE,STU,78,0.724358974,pinball_dreams
BEA,GRAY,STU,78,0.628205128,pinball_dreams
BEA,NITA,STU,78,0.551282051,sneaky_fields
CARL,JANET,SQUEAK,78,0.551282051,center_stage
DARRYL,MANDY,TICK,78,0.692307692,flaring_phoenix
ANGELO,MANDY,PIPER,78,0.551282051,new_horizons
GRAY,PIPER,R-T,78,0.5,new_horizons
BROCK,MANDY,R-T,78,0.461538462,new_horizons
GENE,NANI,PEARL,78,0.461538462,out_in_the_open
BEA,LEON,STU,78,0.666666667,hockey_starr_garden
GENE,GUS,SQUEAK,79,0.620253165,dry_season
BROCK,GENE,GUS,79,0.582278481,dry_season
CARL,GRAY,SQUEAK,79,0.683544304,layer_cake
GENE,MANDY,MORTIS,79,0.670886076,layer_cake
ANGELO,BELLE,PIPER,79,0.481012658,shooting_star
CARL,GENE,PIPER,79,0.556962025,shooting_star
GENE,GUS,R-T,79,0.53164557,shooting_star
BEA,FRANK,JANET,79,0.544303797,pinball_dreams
FRANK,MAX,RICO,79,0.518987342,sneaky_fields
CARL,JANET,LOU,79,0.5,center_stage
PIPER,SPROUT,SQUEAK,79,0.670886076,belles_rock
ANGELO,BROCK,SPROUT,79,0.544303797,belles_rock
ANGELO,GRAY,TICK,79,0.708860759,belles_rock
MANDY,R-T,TICK,79,0.53164557,flaring_phoenix
GRAY,MANDY,NANI,79,0.512658228,new_horizons
ANGELO,BROCK,GUS,79,0.64556962,out_in_the_open
BROCK,EVE,GUS,79,0.430379747,out_in_the_open
ANGELO,PEARL,SQUEAK,79,0.658227848,out_in_the_open
GENE,MR. P,PIPER,79,0.569620253,out_in_the_open
GRAY,LOU,MAX,79,0.582278481,hockey_below_zero
GRAY,MEEPLE,STU,79,0.544303797,hockey_below_zero
GRAY,MELODIE,STU,79,0.46835443,hockey_cool_box
BEA,LEON,MELODIE,79,0.46835443,hockey_starr_garden
GRAY,MANDY,R-T,80,0.575,hideout
GENE,GUS,R-T,80,0.5375,hideout
LEON,MAX,PIPER,80,0.4375,hideout
GRAY,JANET,PENNY,80,0.4875,layer_cake
GRAY,JUJU,MANDY,80,0.4375,layer_cake
BEA,FRANK,NITA,80,0.6875,sneaky_fields
BEA,RICO,STU,80,0.5,sneaky_fields
BELLE,PIPER,SPROUT,80,0.5625,belles_rock
BROCK,GENE,NANI,80,0.4875,belles_rock
ANGELO,GENE,TICK,80,0.5125,flaring_phoenix
BUSTER,GENE,MANDY,80,0.675,flaring_phoenix
BELLE,BROCK,PIPER,80,0.4,new_horizons
GENE,PIPER,R-T,80,0.475,new_horizons
BELLE,GRAY,PIPER,80,0.5125,out_in_the_open
GRAY,PIPER,SQUEAK,80,0.5875,out_in_the_open
CARL,GRAY,MAX,80,0.4625,hockey_starr_garden
GRAY,MEEPLE,STU,80,0.6,hockey_super_center
GRAY,GUS,LEON,81,0.50617284,dry_season
MANDY,PIPER,SPROUT,81,0.481481481,dry_season
GENE,GUS,PIPER,81,0.49382716,dry_season
BROCK,GENE,GRAY,81,0.518518519,layer_cake
CARL,GENE,MANDY,81,0.481481481,layer_cake
ANGELO,GRAY,SPROUT,81,0.555555556,shooting_star
ANGELO,BELLE,GRAY,81,0.604938272,shooting_star
CARL,LARRY & LAWRIE,STU,81,0.660493827,triple_dribble
OTIS,SQUEAK,STU,81,0.469135802,center_stage
ANGELO,GENE,GUS,81,0.481481481,belles_rock
GENE,GRAY,OLLIE,81,0.740740741,belles_rock
BUSTER,GENE,SPROUT,81,0.530864198,flaring_phoenix
MANDY,PEARL,SPROUT,81,0.419753086,flaring_phoenix
BROCK,GRAY,GUS,81,0.543209877,new_horizons
HANK,MAX,POCO,81,0.666666667,hockey_below_zero
CARL,GRAY,MAX,81,0.543209877,hockey_below_zero
BEA,GRAY,MAX,81,0.641975309,hockey_cool_box
BELLE,MAX,STU,81,0.49382716,hockey_cool_box
BEA,MAX,MELODIE,81,0.586419753,hockey_super_center
BYRON,OLLIE,PIPER,82,0.658536585,hideout
ANGELO,MANDY,PIPER,82,0.56097561,shooting_star
JUJU,MANDY,PIPER,82,0.43902439,shooting_star
BROCK,GENE,PIPER,82,0.451219512,shooting_star
FRANK,LOU,RICO,82,0.597560976,sneaky_fields
CARL,FRANK,JANET,82,0.670731707,center_stage
DARRYL,GENE,PIPER,82,0.573170732,belles_rock
MANDY,R-T,TICK,82,0.670731707,belles_rock
MANDY,PIPER,SQUEAK,82,0.597560976,belles_rock
GRAY,GUS,SQUEAK,82,0.536585366,belles_rock
DARRYL,JUJU,MANDY,82,0.658536585,flaring_phoenix
GENE,JUJU,PIPER,82,0.451219512,flaring_phoenix
GRAY,R-T,SPROUT,82,0.512195122,flaring_phoenix
GENE,GRAY,JUJU,82,0.62195122,new_horizons
GENE,GRAY,SQUEAK,82,0.609756098,new_horizons
GENE,LEON,PIPER,82,0.634146341,new_horizons
PEARL,PIPER,SQUEAK,82,0.5,out_in_the_open
GENE,GRAY,R-T,82,0.56097561,out_in_the_open
ANGELO,GUS,PEARL,82,0.536585366,out_in_the_open
BEA,GRAY,JANET,82,0.506097561,hockey_below_zero
GRAY,MAX,MELODIE,82,0.329268293,hockey_starr_garden
GRAY,MELODIE,STU,82,0.512195122,hockey_super_center
BELLE,BROCK,PIPER,83,0.554216867,dry_season
ANGELO,BELLE,GENE,83,0.578313253,hideout
GRAY,PIPER,SPROUT,83,0.626506024,hideout
GRAY,NANI,R-T,83,0.469879518,shooting_star
BELLE,GENE,GUS,83,0.493975904,shooting_star
ANGELO,MANDY,NANI,83,0.614457831,shooting_star
BELLE,GENE,MANDY,83,0.469879518,shooting_star
GUS,JUJU,PIPER,83,0.397590361,shooting_star
BROCK,GRAY,SPROUT,83,0.686746988,belles_rock
DARRYL,GENE,PIPER,83,0.698795181,flaring_phoenix
GRAY,PIPER,TICK,83,0.530120482,flaring_phoenix
GRAY,MANDY,PIPER,83,0.475903614,flaring_phoenix
ANGELO,GUS,PIPER,83,0.56626506,new_horizons
BROCK,GENE,LEON,83,0.602409639,new_horizons
ANGELO,BROCK,GUS,83,0.590361446,new_horizons
GENE,GUS,PIPER,83,0.445783133,new_horizons
BELLE,PIPER,SQUEAK,83,0.530120482,out_in_the_open
BROCK,GENE,OLLIE,83,0.728915663,out_in_the_open
GENE,R-T,SQUEAK,84,0.642857143,dry_season
GENE,MANDY,PENNY,84,0.535714286,dry_season
BROCK,GENE,GUS,84,0.547619048,hideout
ANGELO,BROCK,NANI,84,0.476190476,hideout
BELLE,MANDY,PIPER,84,0.404761905,hideout
MANDY,NANI,TICK,84,0.666666667,shooting_star
ASH,BEA,JANET,84,0.56547619,sneaky_fields
BUSTER,JANET,RICO,84,0.601190476,center_stage
CARL,LOU,STU,84,0.482142857,center_stage
BROCK,GUS,SPROUT,84,0.452380952,belles_rock
BROCK,MANDY,TICK,84,0.511904762,belles_rock
GRAY,MANDY,TICK,84,0.75,belles_rock
GENE,GUS,SQUEAK,84,0.583333333,belles_rock
PIPER,R-T,TICK,84,0.654761905,belles_rock
ANGELO,GRAY,SQUEAK,84,0.797619048,flaring_phoenix
GENE,PIPER,SQUEAK,84,0.642857143,flaring_phoenix
GENE,PIPER,SPROUT,84,0.55952381,new_horizons
GENE,MANDY,PIPER,84,0.476190476,new_horizons
NANI,PIPER,SQUEAK,84,0.577380952,out_in_the_open
BEA,JANET,STU,84,0.601190476,hockey_below_zero
BEA,GRAY,MEEPLE,84,0.529761905,hockey_below_zero
BEA,GRAY,LEON,84,0.452380952,hockey_below_zero
GRAY,JANET,MAX,84,0.517857143,hockey_starr_garden
MAX,MEEPLE,MELODIE,84,0.488095238,hockey_super_center
BELLE,MANDY,NANI,85,0.470588235,hideout
BYRON,GRAY,PIPER,85,0.552941176,shooting_star
BELLE,GENE,GRAY,85,0.6,shooting_star
FRANK,JANET,STU,85,0.682352941,sneaky_fields
CARL,JANET,RICO,85,0.523529412,center_stage
GENE,GUS,TICK,85,0.435294118,belles_rock
MANDY,R-T,SPROUT,85,0.552941176,belles_rock
ANGELO,BROCK,GENE,85,0.670588235,flaring_phoenix
GENE,R-T,SPROUT,85,0.470588235,flaring_phoenix
ANGELO,LEON,MANDY,85,0.552941176,new_horizons
ANGELO,GENE,R-T,85,0.564705882,new_horizons
GRAY,GUS,PIPER,85,0.529411765,out_in_the_open
GRAY,MAX,MEEPLE,85,0.441176471,hockey_starr_garden
GRAY,MANDY,PENNY,86,0.546511628,dry_season
ANGELO,BROCK,GENE,86,0.593023256,dry_season
GENE,GRAY,NANI,86,0.581395349,dry_season
BROCK,MANDY,SQUEAK,86,0.593023256,dry_season
GENE,LEON,R-T,86,0.511627907,hideout
GENE,PEARL,PIPER,86,0.581395349,hideout
ANGELO,LEON,NANI,86,0.627906977,hideout
GRAY,JANET,MANDY,86,0.593023256,layer_cake
ANGELO,MANDY,TICK,86,0.523255814,shooting_star
BARLEY,MELODIE,STU,86,0.563953488,triple_dribble
JUJU,MAISIE,STU,86,0.627906977,triple_dribble
BEA,CARL,GRIFF,86,0.470930233,sneaky_fields
CARL,FRANK,RICO,86,0.598837209,center_stage
CARL,RICO,SQUEAK,86,0.395348837,center_stage
DARRYL,KIT,MANDY,86,0.593023256,belles_rock
GUS,PIPER,TICK,86,0.441860465,belles_rock
GRAY,R-T,TICK,86,0.639534884,belles_rock
BROCK,GRAY,NANI,86,0.697674419,new_horizons
ANGELO,GENE,SPROUT,86,0.534883721,new_horizons
ANGELO,PIPER,SQUEAK,86,0.604651163,new_horizons
GUS,PIPER,R-T,86,0.453488372,out_in_the_open
GRAY,MAX,MEEPLE,86,0.569767442,hockey_cool_box
BEA,GRAY,JANET,86,0.569767442,hockey_cool_box
GENE,PIPER,SPROUT,87,0.517241379,dry_season
GENE,MANDY,R-T,87,0.471264368,hideout
BEA,MORTIS,STU,87,0.58045977,pinball_dreams
FRANK,SQUEAK,STU,87,0.67816092,center_stage
DARRYL,GENE,KIT,87,0.471264368,belles_rock
DARRYL,GRAY,SQUEAK,87,0.850574713,flaring_phoenix
ANGELO,GRAY,MANDY,87,0.522988506,flaring_phoenix
BELLE,GRAY,MELODIE,87,0.545977011,hockey_cool_box
BELLE,GRAY,STU,87,0.494252874,hockey_cool_box
GUS,MANDY,PIPER,88,0.613636364,dry_season
CARL,GRAY,JUJU,88,0.647727273,layer_cake
BEA,JANET,JUJU,88,0.642045455,pinball_dreams
BARLEY,RICO,STU,88,0.454545455,pinball_dreams
BARLEY,LOU,STU,88,0.539772727,pinball_dreams
FRANK,POCO,RICO,88,0.590909091,center_stage
BROCK,GENE,TICK,88,0.443181818,belles_rock
GENE,PEARL,SPROUT,88,0.488636364,flaring_phoenix
BROCK,MANDY,R-T,88,0.579545455,flaring_phoenix
BROCK,EVE,NANI,88,0.477272727,out_in_the_open
ANGELO,PIPER,R-T,88,0.545454545,out_in_the_open
BELLE,EVE,MANDY,88,0.340909091,out_in_the_open
MANDY,PIPER,SQUEAK,89,0.561797753,dry_season
GENE,MANDY,MAX,89,0.674157303,hideout
GRAY,PENNY,SQUEAK,89,0.629213483,layer_cake
BEA,DYNAMIKE,STU,89,0.640449438,pinball_dreams
FRANK,POCO,RICO,89,0.47752809,sneaky_fields
BUZZ,JANET,STU,89,0.550561798,center_stage
GRAY,R-T,SPROUT,89,0.685393258,belles_rock
ANGELO,MANDY,TICK,89,0.629213483,belles_rock
ANGELO,GENE,R-T,89,0.438202247,belles_rock
GENE,JUJU,SQUEAK,89,0.505617978,flaring_phoenix
BROCK,GENE,SPROUT,89,0.539325843,flaring_phoenix
BROCK,GENE,OLLIE,89,0.629213483,new_horizons
EVE,MANDY,SQUEAK,89,0.539325843,out_in_the_open
GUS,PIPER,SQUEAK,89,0.41011236,out_in_the_open
ANGELO,GENE,SQUEAK,90,0.577777778,dry_season
ANGELO,GENE,LEON,90,0.644444444,shooting_star
LARRY & LAWRIE,RICO,STU,90,0.577777778,triple_dribble
ANGELO,GUS,SPROUT,90,0.544444444,belles_rock
GENE,GRAY,SQUEAK,90,0.7,belles_rock
ANGELO,GRAY,PIPER,90,0.511111111,flaring_phoenix
GRAY,OLLIE,PIPER,90,0.644444444,flaring_phoenix
GENE,MANDY,SQUEAK,90,0.488888889,flaring_phoenix
GENE,GUS,MANDY,90,0.511111111,new_horizons
GENE,GUS,NANI,90,0.566666667,out_in_the_open
BELLE,GENE,MANDY,90,0.533333333,out_in_the_open
ANGELO,GUS,SQUEAK,90,0.644444444,out_in_the_open
BEA,GRAY,MAX,90,0.533333333,hockey_below_zero
GRAY,MEEPLE,MELODIE,90,0.544444444,hockey_starr_garden
BEA,FRANK,MELODIE,90,0.65,hockey_super_center
BROCK,PIPER,SQUEAK,91,0.538461538,dry_season
GRAY,MANDY,SPROUT,91,0.549450549,dry_season
BROCK,GENE,LEON,91,0.56043956,hideout
CARL,GENE,SPROUT,91,0.56043956,layer_cake
GRAY,MANDY,R-T,91,0.582417582,shooting_star
ANGELO,GENE,MAX,91,0.648351648,shooting_star
GENE,MANDY,R-T,91,0.571428571,belles_rock
GRAY,MANDY,PEARL,91,0.549450549,flaring_phoenix
ANGELO,NANI,SQUEAK,91,0.571428571,out_in_the_open
BEA,MEEPLE,MELODIE,91,0.494505495,hockey_below_zero
BEA,MEEPLE,STU,91,0.598901099,hockey_cool_box
BEA,GRAY,MAX,91,0.538461538,hockey_starr_garden
GENE,MANDY,R-T,92,0.489130435,dry_season
NANI,PIPER,SPROUT,92,0.586956522,hideout
GENE,MAX,R-T,92,0.630434783,hideout
GENE,GRAY,MANDY,92,0.510869565,layer_cake
GENE,NANI,TICK,92,0.75,shooting_star
GUS,JUJU,NANI,92,0.445652174,shooting_star
CARL,SQUEAK,STU,92,0.586956522,center_stage
FRANK,JANET,STU,92,0.532608696,center_stage
GRAY,GUS,SQUEAK,92,0.641304348,flaring_phoenix
GENE,GRAY,OLLIE,92,0.652173913,flaring_phoenix
GRAY,LEON,MANDY,92,0.635869565,new_horizons
BROCK,PIPER,R-T,92,0.445652174,new_horizons
ANGELO,BROCK,GRAY,92,0.641304348,new_horizons
BELLE,BROCK,SQUEAK,92,0.673913043,out_in_the_open
BROCK,NANI,R-T,92,0.554347826,out_in_the_open
BELLE,EVE,GENE,92,0.510869565,out_in_the_open
MAX,MEEPLE,STU,92,0.570652174,hockey_starr_garden
